Date,CCSP,CDCS,ADCS,CDWS,GL,NDCS,NRBCON,SL,ZSCS,EURUSD,USDCLP,USDCNY,USDPEN,USInflation,ChinaInflation
2015/8/24,39134,5070.7,1534.2,364490,1135.63,9732,1.45,14.52,1735.85,1.14,699.52,6.4,3.29,0.2,2
2015/8/31,39329,5145.98,1588.95,363290,1130.69,9869.6,1.46,14.63,1800.78,1.12,691.04,6.36,3.22,0.04,1.68
2015/9/7,40399,5343.35,1607.05,346335,1112.97,10093,1.39,14.63,1798.85,1.12,689.42,6.37,3.21,0,1.6
2015/9/14,40934,5351.25,1609.5,336300,1120.2,9929.3,1.35,14.79,1712.95,1.13,680.28,6.37,3.19,0,1.6
2015/9/21,39478,5109.55,1574.9,328260,1137.3,9799.2,1.39,14.98,1632.75,1.12,696.75,6.38,3.2,0,1.6
2015/9/28,38496.5,5073,1551.05,322440,1124.72,10012,1.36,14.68,1651.8,1.12,697.94,6.37,3.22,0.08,1.48
2015/10/5,39264,5207.55,1558.7,309725,1144.16,10111.4,1.41,15.8,1681.6,1.13,679.36,6.35,3.21,0.2,1.3
2015/10/12,39996,5312.3,1564.8,297515,1174.95,10515.85,1.32,15.99,1797.9,1.14,675.33,6.34,3.22,0.2,1.3
2015/10/19,39339,5204.05,1484.6,284915,1168.34,10370.7,1.28,15.8,1733.2,1.12,687.05,6.35,3.24,0.2,1.3
2015/10/26,39036,5182.65,1444.35,272670,1154.38,10394.4,1.34,15.73,1707.45,1.1,688.61,6.35,3.27,0.2,1.3
2015/11/2,38572,5088.3,1483.15,266565,1110.43,9837.3,1.39,15.1,1651.7,1.09,692.78,6.34,3.29,0.5,1.5
2015/11/9,37450,4906.6,1492.65,259150,1087.32,9482.4,1.31,14.36,1602.55,1.08,701.2,6.37,3.31,0.5,1.5
2015/11/16,35234,4656.65,1450.65,256680,1076.63,8976.7,1.27,14.19,1530.6,1.07,712.1,6.38,3.34,0.5,1.5
2015/11/23,34435,4588.2,1451.25,247575,1069.08,8756.9,1.38,14.16,1556,1.06,712.83,6.39,3.36,0.5,1.5
2015/11/30,35126,4596.4,1469.85,240695,1066.94,8901.8,1.32,14.17,1533.4,1.07,703.87,6.4,3.36,0.66,1.58
2015/12/7,35274,4604.5,1482.95,233755,1072.8,8632.7,1.24,14.11,1517.3,1.09,706.59,6.43,3.37,0.7,1.6
2015/12/14,35832,4609.9,1490.25,231985,1061.94,8646.4,1.25,13.87,1498.1,1.09,706.49,6.47,3.36,0.7,1.6
2015/12/21,36200,4699.15,1529.2,233845,1074.5,8662.27,1.23,14.3,1527.97,1.1,697.44,6.48,3.38,0.7,1.6
2015/12/28,36363,4708.25,1512.28,236547.5,1064.33,8688.23,1.26,13.88,1587.33,1.09,708.11,6.49,3.4,0.84,1.64
2016/1/4,36178,4576,1470.1,236305,1091.57,8503.8,1.2,14,1524.6,1.08,718.53,6.56,3.42,1.4,1.8
2016/1/11,35046,4371,1467.35,235690,1088.01,8338.5,1.07,13.9,1475.45,1.09,729.21,6.58,3.42,1.4,1.8
2016/1/18,34969,4406,1480.75,236090,1095.03,8604.65,1.04,14.02,1496.25,1.09,725.3,6.58,3.44,1.4,1.8
2016/1/25,35236,4534.15,1506.2,240030,1117,8582.2,1.06,14.32,1585.15,1.09,715.92,6.58,3.46,1.4,1.8
2016/2/1,35518,4617.8,1517.1,235035,1145.5,8378,1.02,14.61,1685.05,1.11,706.24,6.58,3.48,1,2.3
2016/2/8,35742.5,4507.65,1489.7,225500,1211.68,7885.9,0.96,15.45,1708.55,1.13,710.78,6.57,3.5,1,2.3
2016/2/15,35446,4584.4,1530.5,212190,1214.56,8367.7,0.98,15.3,1686.55,1.11,702.65,6.51,3.5,1,2.3
2016/2/22,35813,4663.25,1574.75,201625,1223.52,8523.9,1.01,15.09,1749.45,1.1,692.32,6.53,3.52,1,2.3
2016/2/29,36251,4826.45,1598.4,190855,1246.48,8826.25,1.26,15.06,1807.8,1.09,687.58,6.54,3.5,0.92,2.3
2016/3/7,37161,4943.8,1571,181320,1260.64,8859.1,1.43,15.45,1781.35,1.11,680.48,6.51,3.44,0.9,2.3
2016/3/14,37478,5011.5,1505.35,166095,1248.1,8626.9,1.42,15.57,1784.85,1.12,679.51,6.49,3.35,0.9,2.3
2016/3/21,37766,5020.3,1473.65,151985,1228.86,8672.3,1.47,15.45,1828.05,1.12,677.63,6.5,3.38,0.9,2.3
2016/3/28,37260,4901.9,1493.65,146520,1228.2,8406.17,1.44,15.24,1803.05,1.13,674.2,6.48,3.35,0.94,2.3
2016/4/4,36565,4741.15,1499.5,143330,1229.58,8435.2,1.4,15.12,1786.1,1.14,677.78,6.48,3.36,1.1,2.3
2016/4/11,36540,4798.35,1531.4,146950,1242.91,8829.75,1.51,16.12,1831.52,1.13,670.14,6.47,3.28,1.1,2.3
2016/4/18,37214,4971.35,1611.2,146450,1241.08,9153.1,1.5,16.8,1906.85,1.13,663.74,6.47,3.25,1.1,2.3
2016/4/25,37524,4982.7,1652.4,151460,1256.99,9217.55,1.57,17.33,1895.25,1.13,665.26,6.48,3.28,1.1,2.3
2016/5/2,37052,4886.32,1609.65,155802.5,1284.45,9265.73,1.51,17.4,1884.05,1.15,665.9,6.49,3.31,1,2
2016/5/9,35812,4674.15,1534.3,159760,1268.15,8652,1.54,17.1,1862.2,1.14,681.97,6.51,3.32,1,2
2016/5/16,35558,4622.8,1534.2,157390,1263.37,8599.25,1.63,16.83,1874.35,1.12,693.24,6.53,3.32,1,2
2016/5/23,35574,4654.75,1544.2,155445,1226.38,8335.5,1.64,16.27,1853.2,1.12,690.84,6.56,3.34,1,2
2016/5/30,35658,4670.17,1541.58,153202.5,1217.27,8417.7,1.62,16.05,1954.33,1.12,689.21,6.57,3.35,1,1.94
2016/6/6,35874,4563.05,1565.9,200365,1258.62,8770.6,1.6,16.88,2044.65,1.13,679.07,6.56,3.31,1,1.9
2016/6/13,35618,4546.7,1604.5,201600,1287.15,8902.85,1.5,17.38,2010.5,1.13,686.09,6.59,3.32,1,1.9
2016/6/20,36064,4690.2,1623.38,192730,1278.93,9143.65,1.58,17.39,2022.3,1.13,675.34,6.59,3.28,1,1.9
2016/6/27,37134,4815.5,1624.85,191900,1323.3,9389.7,1.5,18.44,2080.7,1.11,666.3,6.64,3.29,0.96,1.88
2016/7/4,37448,4755.95,1641.8,210765,1359.18,9858.85,1.41,20.04,2109.95,1.11,661.43,6.68,3.27,0.8,1.8
2016/7/11,37792,4863.95,1657.35,231320,1340.3,10263.75,1.4,20.23,2176.75,1.11,656.53,6.69,3.28,0.8,1.8
2016/7/18,38274,4944.2,1613.5,226970,1325.72,10536.6,1.37,19.74,2235.75,1.1,650.44,6.69,3.3,0.8,1.8
2016/7/25,37916,4888.6,1598.3,213535,1332.1,10459.5,1.32,19.97,2216.9,1.11,660.51,6.66,3.35,0.8,1.8
2016/8/1,37840,4840.6,1623.1,208605,1354.06,10662.25,1.34,20.28,2265,1.11,656.14,6.64,3.33,1.1,1.3
2016/8/8,37466,4794.8,1635.85,204300,1339.02,10645.45,1.35,19.86,2266.45,1.11,649.56,6.64,3.31,1.1,1.3
2016/8/15,37208,4779.5,1671.45,209975,1345.51,10290.55,1.45,19.64,2271.85,1.13,655.23,6.64,3.3,1.1,1.3
2016/8/22,36752,4652.3,1641.1,251920,1328.3,9983.55,1.5,18.67,2298.2,1.13,668.79,6.65,3.35,1.1,1.3
2016/8/29,36500,4607.3,1599.73,295485,1316.42,9821.4,1.38,18.86,2332.42,1.12,675.23,6.68,3.38,1.26,1.54
2016/9/5,36748,4621.4,1569.1,338385,1337.16,10171.9,1.35,19.58,2315.6,1.12,666.8,6.67,3.36,1.5,1.9
2016/9/12,36812,4699.35,1557,351460,1318.31,9791.75,1.4,18.91,2229.9,1.12,672.76,6.67,3.39,1.5,1.9
2016/9/19,37488,4786.05,1592.4,349660,1327.27,10379,1.39,19.53,2267.2,1.12,665.42,6.67,3.36,1.5,1.9
2016/9/26,37834,4812.45,1652.7,371215,1324.27,10527.95,1.45,19.19,2330.9,1.12,659.86,6.67,3.37,1.5,1.9
2016/10/3,37820,4772,1667.95,364075,1271.64,10143.15,1.49,17.81,2348.05,1.12,664.27,6.67,3.39,1.6,2.1
2016/10/10,37964,4751.75,1680.65,348620,1254.73,10441.45,1.48,17.47,2254.05,1.11,668.29,6.72,3.4,1.6,2.1
2016/10/17,37454,4642,1627.05,347955,1262.96,10177.55,1.51,17.54,2269,1.1,666.9,6.75,3.38,1.6,2.1
2016/10/24,38120,4737.35,1674.35,334565,1269.51,10241.35,1.49,17.65,2346.5,1.09,653.75,6.78,3.36,1.6,2.1
2016/10/31,38918,4915.9,1727,314980,1293.29,10388.2,1.44,18.28,2445.85,1.11,651.75,6.76,3.37,1.68,2.26
2016/11/7,42342,5365.15,1742.65,283685,1264.01,11299.5,1.35,18.18,2472.25,1.09,654.97,6.79,3.38,1.7,2.3
2016/11/14,44880,5480.85,1719.7,259075,1219.82,11149.85,1.32,16.83,2547.4,1.07,674.03,6.87,3.41,1.7,2.3
2016/11/21,46362,5716.6,1761.75,240365,1196.33,11455.85,1.4,16.47,2664.45,1.06,676.57,6.9,3.41,1.7,2.3
2016/11/28,47092,5783,1726.15,235050,1180.58,11273.45,1.48,16.56,2724.7,1.06,673.49,6.89,3.4,1.86,2.22
2016/12/5,47162,5840.65,1728.85,224580,1168.57,11399.4,1.52,16.86,2723.2,1.07,656.6,6.88,3.41,2.1,2.1
2016/12/12,46768,5699.5,1740.7,276045,1144.97,11264.95,1.54,16.55,2740.35,1.05,659.2,6.92,3.39,2.1,2.1
2016/12/19,45008,5487.1,1731.7,339890,1132.58,10698.7,1.6,15.87,2596.5,1.04,675.19,6.95,3.39,2.1,2.1
2016/12/26,44638,5502.45,1712.45,329460,1144.24,10092.25,1.66,15.93,2552.45,1.05,670.91,6.95,3.36,2.1,2.1
2017/1/2,45320,5550,1705.15,306325,1165.76,10072.1,1.64,16.32,2567.6,1.05,668.64,6.93,3.37,2.5,2.5
2017/1/9,46388,5738.65,1771.45,288785,1190.36,10330.1,1.59,16.71,2702.35,1.06,666.17,6.92,3.37,2.5,2.5
2017/1/16,46780,5751.75,1825.1,276385,1207.43,9993.7,1.57,17.01,2740.15,1.07,658.94,6.87,3.33,2.5,2.5
2017/1/23,47208.33,5868.65,1839.35,270115,1201.11,9561.7,1.55,17.03,2773.55,1.07,650.77,6.87,3.29,2.5,2.5
2017/1/30,46986.67,5875.1,1812.45,260195,1210.25,10045.45,1.54,17.42,2825.95,1.08,644.71,6.87,3.26,2.62,1.48
2017/2/6,46880,5876.9,1832.95,252325,1234.32,10397.3,1.54,17.74,2840.55,1.07,643.82,6.87,3.27,2.7,0.8
2017/2/13,48976,6016.75,1878.9,238560,1231.95,10854.8,1.54,17.94,2870.25,1.06,640.92,6.86,3.25,2.7,0.8
2017/2/20,48254,5977.85,1877.2,217940,1243.3,10796.15,1.51,18.1,2846.45,1.06,642.45,6.87,3.24,2.7,0.8
2017/2/27,47840,5943.45,1909.65,201425,1243.76,10911.05,1.6,18.13,2802.2,1.06,651.71,6.88,3.27,2.52,0.86
2017/3/6,47010,5746.9,1864.45,287710,1210.84,10340.5,1.64,17.28,2694.75,1.06,662.21,6.9,3.29,2.4,0.9
2017/3/13,47188,5844.9,1874.4,336080,1214.88,10158.4,1.59,17.16,2783.75,1.07,664.88,6.9,3.26,2.4,0.9
2017/3/20,46900,5791.4,1917.35,323285,1242.68,9986.4,1.6,17.54,2819,1.08,660.17,6.88,3.24,2.4,0.9
2017/3/27,46826,5844.75,1944.75,302720,1249.99,9929,1.66,18.15,2797.55,1.08,662.72,6.88,3.24,2.4,0.9
2017/4/3,47356,5794.4,1940.1,274680,1253.84,10014.4,1.72,18.19,2700.85,1.07,657.34,6.89,3.24,2.2,1.2
2017/4/10,46430,5666.98,1896.85,259776.67,1277.72,9764.68,1.75,18.33,2582.45,1.06,651.62,6.89,3.25,2.2,1.2
2017/4/17,46024,5566.42,1900.2,263153.33,1283.74,9334.77,1.68,18.14,2552.1,1.07,648.68,6.88,3.24,2.2,1.2
2017/4/24,46094,5674.05,1933.35,261775,1268.04,9269.7,1.59,17.48,2601.2,1.09,662.1,6.89,3.24,2.2,1.2
2017/5/1,46159,5631.75,1910.38,293560,1241.07,9230.1,1.51,16.52,2599.75,1.09,669.43,6.9,3.25,1.9,1.5
2017/5/8,44956,5496.65,1870.5,339935,1223.49,9185.3,1.54,16.25,2583.95,1.09,674.65,6.9,3.28,1.9,1.5
2017/5/15,45146,5601.55,1921.5,332850,1245.51,9173.8,1.61,16.74,2552.35,1.11,669.2,6.88,3.26,1.9,1.5
2017/5/22,45808,5678.1,1945.1,325615,1258.21,9150.2,1.64,17.17,2629.65,1.12,671.38,6.88,3.27,1.9,1.5
2017/5/29,45478,5648.32,1927.5,311365,1268.32,8943.45,1.61,17.38,2578.75,1.12,672.54,6.83,3.27,1.78,1.5
2017/6/5,45238,5651.75,1900.21,291930,1280.83,8823.95,1.52,17.46,2460.85,1.13,666.92,6.8,3.26,1.6,1.5
2017/6/12,45760,5674.45,1869.55,273000,1259.87,8805.95,1.46,16.79,2481.55,1.12,662.79,6.8,3.27,1.6,1.5
2017/6/19,45624,5710.95,1865.45,260390,1247.71,8934.4,1.43,16.5,2624.5,1.12,662.73,6.83,3.26,1.6,1.5
2017/6/26,46712,5866.8,1889.4,249380,1245.21,9202,1.48,16.63,2741.7,1.13,663.27,6.8,3.24,1.6,1.5
2017/7/3,46960,5843.2,1922.5,299930,1221.39,9105.05,1.52,15.96,2789.85,1.14,664.69,6.8,3.25,1.7,1.4
2017/7/10,46900,5856.3,1890.55,317960,1219.23,9180.8,1.53,15.79,2803.8,1.14,662.44,6.79,3.25,1.7,1.4
2017/7/17,47558,5954.05,1895.9,308065,1243.16,9560.6,1.59,16.27,2758.6,1.16,654.21,6.76,3.24,1.7,1.4
2017/7/24,49028,6216.7,1904.35,303335,1258.46,9983.7,1.62,16.57,2796.95,1.17,649.54,6.75,3.24,1.7,1.4
2017/7/31,50188,6329.05,1893.15,298250,1266,10251.7,1.66,16.59,2785.1,1.18,650.48,6.72,3.23,1.86,1.72
2017/8/7,50360,6407.85,2010.35,290260,1274.03,10644.6,1.62,16.75,2898.65,1.18,648.37,6.68,3.24,1.9,1.8
2017/8/14,50354,6423.3,2067.25,278090,1281.32,10602.2,1.59,16.93,3024.9,1.18,646.69,6.68,3.24,1.9,1.8
2017/8/21,51438,6589.5,2089.95,250560,1288.57,11469.7,1.62,17,3097.2,1.18,638.8,6.66,3.23,1.9,1.8
2017/8/28,52592,6757.25,2088.8,228990,1314.49,11683.25,1.85,17.49,3119.17,1.19,626.81,6.59,3.23,1.96,1.76
2017/9/4,53060,6835.55,2080.8,215420,1340.33,11985.15,1.68,17.91,3117.75,1.19,619.52,6.51,3.23,2.2,1.6
2017/9/11,51014,6556.9,2079.7,250820,1325.96,11400.1,1.65,17.74,3042.15,1.19,623.45,6.54,3.23,2.2,1.6
2017/9/18,50476,6460.15,2117.7,307540,1301.28,10963.2,1.66,17.1,3119.25,1.2,624.08,6.58,3.24,2.2,1.6
2017/9/25,50758,6410.6,2103.85,301605,1290.6,10363.3,1.66,16.83,3174.65,1.18,635.25,6.64,3.26,2.2,1.6
2017/10/2,51990,6532.2,2124.05,297120,1272.16,10464.4,1.58,16.62,3320.4,1.17,632.62,6.65,3.26,2,1.9
2017/10/9,53014,6759.55,2124.8,287500,1292.02,11183.9,1.59,17.15,3316.6,1.18,627.02,6.59,3.25,2,1.9
2017/10/16,54944,6984.5,2119.2,289490,1285.93,11688,1.64,17.07,3167.75,1.18,623.5,6.61,3.23,2,1.9
2017/10/23,55334,6946.05,2153.55,278520,1274.88,11763.7,1.73,16.89,3240.9,1.17,632.67,6.64,3.23,2,1.9
2017/10/30,54186,6863.4,2154.67,273235,1273.21,12379,1.77,16.91,3293.1,1.16,634.54,6.62,3.24,2.12,1.78
2017/11/6,53982,6817.4,2102.85,263880,1279.76,12484.4,1.82,17.01,3239.65,1.16,631.73,6.63,3.24,2.2,1.7
2017/11/13,53226,6752.65,2081.52,254355,1281.88,11719.4,1.75,17.08,3203.7,1.18,629.63,6.63,3.24,2.2,1.7
2017/11/20,53540,6903,2087.3,226945,1285.47,11749.5,1.77,17.02,3239.3,1.18,634.39,6.61,3.23,2.2,1.7
2017/11/27,53264,6793.2,2070.8,192930,1285.16,11308.5,1.75,16.65,3202.7,1.19,643.28,6.61,3.23,2.18,1.72
2017/12/4,52184,6579.6,2014.7,191555,1260.08,10949.5,1.7,15.98,3121.65,1.18,652.72,6.62,3.23,2.1,1.8
2017/12/11,52126,6713.75,2013.5,193285,1249.6,11169.2,1.68,15.88,3165.5,1.18,645.82,6.61,3.25,2.1,1.8
2017/12/18,53596,6981.15,2111.45,200570,1265.88,11907,1.72,16.17,3218.05,1.19,620.67,6.59,3.26,2.1,1.8
2017/12/25,54754,7190.05,2239.05,202075,1288.38,12234,1.79,16.66,3294.15,1.19,616.81,6.54,3.23,2.1,1.8
2018/1/1,54753,7133.98,2228.35,201212.5,1314.78,12529.2,1.79,17.11,3367.7,1.2,606.61,6.5,3.21,2.1,1.5
2018/1/8,54506,7085.85,2165.6,203410,1321.75,12653.8,1.83,17.03,3392.25,1.2,605.93,6.5,3.21,2.1,1.5
2018/1/15,53906,7048.5,2210.25,205860,1332.44,12547.95,1.86,17.08,3433.55,1.22,605.68,6.42,3.21,2.1,1.5
2018/1/22,53272,7032.35,2241.25,269050,1346.15,13270.8,1.91,17.24,3471.75,1.24,603.47,6.36,3.21,2.1,1.5
2018/1/29,53004,7042.1,2215,306035,1340.74,13603.5,1.9,17.06,3579.7,1.24,602.42,6.31,3.21,2.14,2.06
2018/2/5,52236,6902.55,2168.15,309825,1323.23,13244.2,1.78,16.47,3482.15,1.23,601.45,6.29,3.25,2.2,2.9
2018/2/12,51961,7037.5,2161.65,333360,1340.49,13700.3,1.71,16.67,3537,1.24,595.07,6.34,3.26,2.2,2.9
2018/2/19,52440,7078.2,2212.35,336085,1331.96,13681.8,1.77,16.53,3567.75,1.23,593.12,6.34,3.24,2.2,2.9
2018/2/26,52462,6941.6,2156.35,329140,1321.75,13647.1,1.84,16.46,3467.95,1.23,593.62,6.33,3.25,2.28,2.58
2018/3/5,51700,6897.4,2104.05,316840,1324.79,13513.2,1.91,16.51,3272.6,1.23,601.81,6.33,3.25,2.4,2.1
2018/3/12,51562,6899.15,2069.3,320640,1320.78,13675,1.91,16.45,3249.5,1.23,604.28,6.32,3.26,2.4,2.1
2018/3/19,50624,6714.95,2051.45,320180,1327,13260.2,1.99,16.38,3226.05,1.23,607.99,6.32,3.24,2.4,2.1
2018/3/26,49362,6636.43,2003.38,378206.67,1334.66,13098.73,2.01,16.42,3285.13,1.23,604.39,6.28,3.22,2.4,2.1
2018/4/2,50484,6739.57,1981.32,377548.33,1333.24,13274.77,1.97,16.39,3263.07,1.23,603.73,6.3,3.22,2.5,1.8
2018/4/9,50818,6838.9,2257.85,365630,1341.73,13686,2.04,16.54,3172.5,1.23,598.87,6.28,3.23,2.5,1.8
2018/4/16,51174,6915.4,2467.4,355565,1344.56,14700.2,2.07,16.97,3189,1.24,595.58,6.28,3.21,2.5,1.8
2018/4/23,51752,6905.1,2254.7,345360,1323.56,14045.5,2.11,16.56,3160.2,1.22,602.7,6.32,3.23,2.5,1.8
2018/4/30,50988,6768.7,2296.4,322435,1310.17,13764.85,2.1,16.33,3046.9,1.2,616.84,6.35,3.25,2.74,1.8
2018/5/7,50994,6804.68,2348.12,293760,1316.17,13880.7,2.16,16.53,3058.2,1.19,627.93,6.35,3.27,2.8,1.8
2018/5/14,50996,6820.6,2310.4,294765,1295.57,14481.1,2.22,16.38,3066.95,1.18,631.55,6.37,3.27,2.8,1.8
2018/5/21,51340,6871.8,2266.35,298930,1296.64,14697.7,2.24,16.5,3051.5,1.17,626.9,6.38,3.27,2.8,1.8
2018/5/28,51242,6851.78,2277.73,300340,1297.67,15046.35,2.16,16.41,3096.42,1.16,628.52,6.41,3.27,2.82,1.82
2018/6/4,52704,7186.85,2313.85,309735,1295.9,15498.35,2.11,16.59,3201.2,1.18,630.63,6.4,3.26,2.9,1.9
2018/6/11,53422,7181.6,2271.15,295385,1295.29,15244.9,2.08,16.89,3211.6,1.17,635.07,6.41,3.27,2.9,1.9
2018/6/18,52008,6829.4,2183.85,302290,1271.36,14887.2,2.04,16.34,3025,1.16,639,6.48,3.27,2.9,1.9
2018/6/25,51346,6682.2,2167.15,300035,1255.35,14737.2,2.11,16.13,2913.85,1.16,645.68,6.59,3.27,2.9,1.9
2018/7/2,50340,6404.45,2108.8,282620,1252.62,14165.2,2.12,15.98,2795.2,1.17,654.15,6.64,3.28,2.9,2.1
2018/7/9,48930,6252.15,2103.45,265625,1248.69,13988,2.11,15.92,2628.5,1.17,650.06,6.66,3.27,2.9,2.1
2018/7/16,48664,6113.3,2069.3,257215,1230.04,13433.9,2.04,15.52,2575.3,1.17,656.08,6.73,3.26,2.9,2.1
2018/7/23,49570,6232.85,2053.15,253400,1225.3,13564.8,2.13,15.44,2629.3,1.17,650.52,6.79,3.27,2.9,2.1
2018/7/30,49614,6187.7,2035.65,252945,1216.54,13578.25,2.09,15.39,2640.85,1.17,641.43,6.82,3.26,2.78,2.22
2018/8/6,49510,6149.8,2052.3,250650,1210.89,13773,2.04,15.35,2619.85,1.15,647.17,6.84,3.26,2.7,2.3
2018/8/13,48824,5936.35,2026.6,256630,1184.56,13231.3,2,14.76,2393.1,1.14,665.68,6.89,3.3,2.7,2.3
2018/8/20,48562,6003.6,2045.3,263475,1194.36,13385.7,2.05,14.69,2458.75,1.16,664.75,6.84,3.29,2.7,2.3
2018/8/27,48792,6070.35,2112.23,267005,1204.01,13275.7,2.11,14.65,2507.4,1.17,669.84,6.82,3.29,2.7,2.3
2018/9/3,48081,5882.85,2032.95,257600,1196.99,12412.4,1.99,14.21,2438.5,1.16,687.36,6.83,3.31,2.3,2.5
2018/9/10,48228,5936.15,2024.4,231420,1198.98,12422,1.99,14.14,2340,1.16,690.06,6.86,3.32,2.3,2.5
2018/9/17,49424,6107,2013.2,217055,1201.87,12519.6,2.01,14.23,2397.15,1.17,676.19,6.85,3.3,2.3,2.5
2018/9/24,50431,6277.05,2035.3,210095,1193.54,12687.4,2.07,14.36,2563.05,1.17,663.83,6.87,3.3,2.3,2.5
2018/10/1,50300,6252.85,2133.3,193130,1198.38,12489.1,2.12,14.59,2682.5,1.15,666.78,6.87,3.31,2.5,2.5
2018/10/8,50520,6260.55,2039.75,174005,1202.52,12642.6,2.01,14.42,2663.95,1.15,681.98,6.92,3.32,2.5,2.5
2018/10/15,50406,6221.35,2014.3,159805,1224.86,12427.8,1.93,14.61,2665.2,1.15,674.72,6.92,3.33,2.5,2.5
2018/10/22,50132,6217.05,1981.85,150695,1230.28,12157.1,1.84,14.64,2708.8,1.14,685.67,6.94,3.33,2.5,2.5
2018/10/29,49364,6142.6,1950.85,147410,1226.67,11676.1,1.77,14.52,2606.2,1.14,691.07,6.94,3.36,2.38,2.38
2018/11/5,49670,6162.5,1957.65,174185,1223.51,11645.1,1.66,14.45,2555.6,1.14,679.28,6.93,3.36,2.2,2.2
2018/11/12,49166,6138.25,1921.15,166440,1209.42,11256.4,1.58,14.15,2601.8,1.13,680.79,6.95,3.37,2.2,2.2
2018/11/19,49732,6258.05,1932.75,144605,1224.14,10967.55,1.49,14.38,2658,1.14,669.83,6.94,3.37,2.2,2.2
2018/11/26,49520,6218.95,1935.95,136940,1220.82,10869.9,1.43,14.21,2566.4,1.13,673.56,6.95,3.37,2.2,2.2
2018/12/3,49770,6185.7,1960.55,128395,1238.24,11008.4,1.45,14.48,2706.9,1.14,672.3,6.86,3.37,1.9,1.9
2018/12/10,49344,6138,1920.05,120980,1242.43,10788.6,1.44,14.61,2632,1.14,680.94,6.89,3.35,1.9,1.9
2018/12/17,48678,5995.15,1922.1,126020,1250.58,10831.2,1.36,14.63,2583.3,1.14,690.53,6.89,3.35,1.9,1.9
2018/12/24,48254,5957.7,1873.05,130025,1272.38,10719,1.3,15.01,2533.4,1.14,692.41,6.88,3.36,1.9,1.9
2018/12/31,47740,5852.6,1841.98,132265,1285.51,10786.35,1.33,15.56,2489.35,1.14,691.34,6.87,3.36,1.66,1.74
2019/1/7,47486,5911.05,1839.65,132935,1288.17,11197.1,1.39,15.61,2518.6,1.15,677.39,6.81,3.34,1.6,1.7
2019/1/14,47398,5937.1,1833.35,134480,1289.4,11579.2,1.41,15.51,2517.85,1.14,671.65,6.77,3.32,1.6,1.7
2019/1/21,47456,5941.3,1879.6,145515,1286.25,11698.9,1.4,15.38,2628.8,1.14,671.66,6.78,3.33,1.6,1.7
2019/1/28,47682,6079.75,1872.55,148465,1314.55,12218.8,1.37,15.89,2712.45,1.14,662.01,6.72,3.34,1.58,1.66
2019/2/4,47970,6209.35,1880.8,149570,1311.46,12885.85,1.44,15.76,2735.9,1.14,654.71,6.74,3.32,1.5,1.5
2019/2/11,48098,6136.25,1833.4,146680,1311.54,12299.65,1.48,15.64,2615.5,1.13,662.08,6.77,3.33,1.5,1.5
2019/2/18,49184,6403.7,1855.55,138120,1331.23,12694.4,1.59,15.89,2701.3,1.13,654.78,6.74,3.32,1.5,1.5
2019/2/25,49950,6534.5,1889.7,130205,1316.36,12965.6,1.62,15.65,2782.55,1.14,652.36,6.69,3.3,1.58,1.66
2019/3/4,50018,6478.5,1845.5,119140,1288.55,13282.1,1.78,15.1,2767.05,1.13,662.95,6.71,3.3,1.9,2.3
2019/3/11,49788,6459.25,1859.45,133815,1300.15,12916.75,1.84,15.32,2853.4,1.13,668.84,6.71,3.3,1.9,2.3
2019/3/18,50146,6431.6,1896.9,179215,1308.87,12981.8,1.91,15.4,2855.8,1.13,667.94,6.71,3.29,1.9,2.3
2019/3/25,49444,6371.4,1877.9,171055,1305.7,12906.8,1.92,15.26,2931.95,1.13,680.4,6.72,3.31,1.9,2.3
2019/4/1,49367,6436.9,1869.25,180105,1290.64,13078.2,1.94,15.11,2972.9,1.12,667.58,6.72,3.3,2,2.5
2019/4/8,49346,6447.7,1843.75,196040,1298.4,13036.95,2.03,15.1,2959.3,1.13,662.82,6.71,3.29,2,2.5
2019/4/15,49540,6471.47,1845.12,190208.33,1277.68,12734.13,2.05,14.98,2905.43,1.13,661.49,6.7,3.29,2,2.5
2019/4/22,49214,6402.53,1844.98,190746.67,1277.06,12328.17,2.12,14.95,2858.67,1.12,670.66,6.72,3.32,2,2.5
2019/4/29,48688,6289.95,1793.95,229510,1277.85,12155.2,2.06,14.8,2885.9,1.12,678.2,6.73,3.3,1.88,2.62
2019/5/6,48046,6138.9,1774.75,223180,1283.1,11916.75,1.98,14.81,2771,1.12,683.5,6.79,3.31,1.8,2.7
2019/5/13,47754,6028.25,1810.65,195785,1291.42,12005.4,2.01,14.65,2743.25,1.12,693.36,6.89,3.32,1.8,2.7
2019/5/20,47414,5939.15,1761.9,187595,1278.56,12052.1,1.97,14.48,2705.15,1.12,695.5,6.91,3.34,1.8,2.7
2019/5/27,46968,5871.9,1769.85,196145,1287.46,12089.6,1.91,14.48,2702.6,1.12,705.82,6.9,3.35,1.8,2.7
2019/6/3,46328,5804.25,1747.2,211770,1330.94,11673.2,1.72,14.85,2611,1.13,694.78,6.91,3.34,1.6,2.7
2019/6/10,46570,5833.8,1748.25,226890,1334.3,11736.4,1.73,14.79,2611.1,1.13,696.36,6.92,3.33,1.6,2.7
2019/6/17,46680,5911.6,1747.25,248715,1366.53,11965.65,1.76,15.15,2585.7,1.13,690.48,6.89,3.32,1.6,2.7
